Text,Ham,Spam
Its sarcasm.. .nt scarcasim,1,0
"Nifty is likely to rise before the opening in the morning today, which is good news. Let us witness whether there will be a ""festival effect"" in the stock market today Ã°ÂÂÂÃ¢ÂÂÃ°ÂÂÂ¨",1,0
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",1,0
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,1,0
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,0,1
"Sms'en meet XXXX XX XX XX sms/mms Beste De Federale belastingsdienst heeft beslist dat u een terugbetaling ontvangt van €278,35 Om dit bedrag te ontvangen kunt u op onze website terecht http //financ-belgium.support /be/betaling-en-teruggave",0,1
If anyone required keep it,1,0
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",1,0
Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti.Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti.Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti.Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti,0,1
"It's nice to think about, but when big institutions operate in the stock market, they usually have their picks in advance. There's no way retail investors can get that information",1,0
purchase attempt on your debit card Please visit http //login wellsfargo.sytes.net/,0,1
SBI Netbanking will be block today Please click here the link And update your PAN CARD Number,0,1
Mobile par ab bharpoor mazaa. Visit www.channel99.in Main Attraction: Glamour  Greetings  Cricket  News  GitaSaar  Wallpapers Free viewing. Sirf GPRS charges. ,0,1
dich haben wir da Angebot des Jahres verlängert Ziehe noch heute deine Kündigung zurück spare XX auf X Jahr Bleibe motiviert arbeite mit uns an deinen Zielen Noch mehr Vorteile http //2.Inkme.net/ First TeamHallo Alex exklusiv für dich haben wir da Angebot verlängert Ziehe deine Kündigung zurück behalte deine aktuellen Konditionen und X trainiere Monat gratis.Fitness First Team 11:54 an LIDL Connect d,0,1
Dear HDFC User Your HDFC Account Will Be Blocked Today please update your PAN Card Number immediately Click here https //rrjjjgdtr-com.preview,0,1
We be unable to deliver your package so here be how you can deal with it http // emarcich.circo.cl/b/ja/ n9c.NH pK9-IKAText Message Wed X Feb 8:14 pmA few day ago you 've order Nike product Here 's a tracking link in case you need it https // studioset.ir/b/nx/ 3Vo.b3 4VG,0,1
Dear customer your sim card document KYC have be pending your sim card will be lock within XX hour call Customer Care immediately,0,1
"Durga Puja Special Offer@SMART Point Store,BOGO Bikaji Gulab Jamun 1Kg,B2G1 Bingo Potato Chilli Chip 60g,Good Life Mix Dry Fruits 500g Rs 279, bit.ly/3cbREQe TC",0,1
Play CricEx LIVE during India vs. Netherlands match - WIN iPad   Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10,0,1
"The above are the momentum stocks recommended by Professor Sohan Sharma. If you have already purchased them, please let me know the buying price so I can provide timely advice later on. If you haven't bought them yet, you can still consider making a purchase. If there are any further recommendations, I will notify everyone as soon as possible",1,0
In meeting da. I will call you,1,0
50% ALERT: data is consumed. Get 5GB data topup at just Rs98 Ã¶ valid till your current pack. Click i.airtel.in/Get-Data,0,1
process your request Please try after sometime.Dear customer we be unable to process your request Please try after sometime.iApp-Hello Sir Are you feelling al One Your appointment be confirm with a fem le frnd for frnd sip Address in your location Call RIT ria smsft 11/05/22,0,1
"Content Dhamaka Offer! Get access to HOTSTAR, SONYLiv, EROSnow and 16+ OTTs on Airtel Xstream App at Rs149 for 30 Days. i.airtel.in/RC149",0,1
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,1,0
"Hello! Get up to 10% cashback on recharge through CRED pay using credit card, simply click https://bit.ly/myvi-app and enjoy the offer.",0,1
Crazy,1,0
By monday next week. Give me the full gist,1,0
Eco-Protectors Want to play a part in saving the environment? ^Yes/No Reply within 24hrs to learn how to save energy while using computers.,0,1
Dear User your S I 'M Validity have be Suspended Today Please call Customer care +919123393063 Immediately,0,1
Wah... Okie okie... Muz make use of e unlimited... Haha... ,1,0
Your FREE access to Wynk Premium is ACTIVE. Enjoy Ad free music with unlimited downloads & unlimited hello tunes: bit.ly/WynkPlat,0,1
Too late. I said i have the website. I didn't i have or dont have the slippers,1,0
Apple Go to the follow link to enter,0,1
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",1,0
mrapali New Project in Noida EXTN. 2B/R- 15Lacs 3B/R- 20Lacs Last chance 2 Own a flat in these PRICES Available CALL@ 965415303 ,0,1
Gud ni8 dear..slp well..take care..swt dreams..Muah..,1,0
Bonjour à vous je suis Benoit MACLIN le candidat soutenu par Emmanuel MACRON pour le élections des XX et XX juin prochains Si vous m'accordez votre confiance je serais un député de proximité à l'écoute de son territoire et de ses concitoyens Rejoignez nous,0,1
Yes did it,1,0
INFORMARLE DE QUE SU PAQUETE HA SIDO,0,1
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,1,0
This be Anna Janice Is this Mr. Andrew,0,1
Hello All,1,0
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,1,0
Thankyou for your interest in SBI Credit Card Please click herethis SMS to XXXXXXXXXX within the next X hour to authorize SBI Card to access your bureau record,0,1
Oh...i asked for fun. Haha...take care. ü,1,0
Dear Member Complete your profile for Fabindia'sFabfamily program earn XX Bonus Points Click,0,1
MENSAJE DE LA OFICINA DE CORREOS Su orden se guarda en el centro de importacion Solucione el problema aqui od0.me/9Ck1aQ,0,1
"That's what I love to hear :V see you sundayish, then",1,0
"Correos Su paquete no podrá entregarse el 18/01/2022 porque no se han pagado la tasas de aduanas 1,79 euro .Siga las instrucciones http //cutt.ly/RIEfuMW",0,1
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",1,0
And I don't plan on staying the night but I prolly won't be back til late,1,0
Hi team I'll join late in the morning by 6,1,0
Looking forward to the start of the competition and looking forward to your performance,1,0
suspend please update your detail by visit http //my apple-wallet-id30.comYour Apple Pay have be suspend please update your detail by visit http //my apple-wallet-id30.com,0,1
So how's the weather over there?,1,0
When the market experiences a significant downturn it's usually the market giants that suffer the largest declines.,1,0
TAKE YOUR TIME BEFORE YOU RESPOND TO TEXT MESSAGES DO NOT CLICK ON LINKS REMEMBER UNIONBANK DOES NOT SEND LINKS ON ANY COMMUNICATIONS.activity on your online banking Please log in via http // XXXX.123w to secure,0,1
An Post Your parcel be await delivery Pleaseconfirm the settlement of 1.90 EUR on the following link http //anpostonline-fees.net/,0,1
Video: Center Fresh What is the name of the bank robber in the attached Center Fresh video?   1) Jai 2) Bajrangi 3) Veeru ^1/2/3 Choose your option and win mobile phones. *T&C Apply. ,0,1
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,1,0
C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,1,0
SIM Card Documents Has Been Pending Today Your SIM Card Service Will Be Disconnected Within XX Hours Please Call Customer Support +919827972160 For More Information Thx.You,0,1
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",1,0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take Care�",1,0
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",1,0
"Hi I 'm a Amazon hiring manager and I 'm currently hire a part-time team Wages be pay daily You can work from home and earn between 1,000 and 50,000 peso a day The job be simple and can be do anytime anywhere To apply for a job click on the Whatsapp link http //wa.me/ XXXXXXXXXXXX Note Applicants must be at least XX year old student can not participate",0,1
"Looks like you found something to do other than smoke, great job!",1,0
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,0,1
"Exclusive offer for Airtel prepaid customers like you! Gift an Airtel Prepaid SIM to your friends and family, and enjoy SIM delivery at no extra cost. To order, click i.airtel.in/prepaid50",0,1
UMU ATICA revise email recibido en su cuenta USER.es en relacion a la migracion de su buzon de correo de la UMU al entorno Microsoft XXX,0,1
No problem. Talk to you later,1,0
Carrefour.es Usuario o Contrasena incorrectos complete los campos requeridos para evitar el bloqueo de,0,1
Don't miss out on FREE Wynk access. Now listen to latest songs like Kesariya & set your favourite Hellotunes only on Wynk App. Click open.wynk.in/WynkAcqMar22,0,1
NIRALA launches **ASPIRE* homes *No EMI till possn *Loc-Noida EXTN *Price starting@15.3 lacs *For 100 units Book Now sms DN to 56161 OR Call 8860683241 ,0,1
Laptop update,1,0
Maaf pulsa tdk cukup/sdg dlm masa tenggang Segera isi pulsa dan aktifkan paket internet terbaik dari IM3Ooredoo hanya di XXX atau aplikasi myIM3 Info 185Maaf pulsa tdk cukup/sdg dlm masa tenggang Segera isi pulsa dan aktifkan paket internet terbaik dari IM3Ooredoo hanya di XXX atau aplikasi myIM3 Info XXX,0,1
Banco Santander Informa Su cuenta ha sido temporalmente bloqueada para desbloquearla haga clic aqui http //cutt.ly/ cliente-recupera-es,0,1
I'm home. Doc gave me pain meds says everything is fine.,1,0
XX-XX-XXXX For appointment call XXX XXXXXXXX or 8334946364/9051044222/90510419-06-2022 For appointment call XXX XXXXXXXX or,0,1
Android Device Unwanted call and SMS Blocking Apps Call and SMS Filters,0,1
You just send a payment to Frances Taylor of 8.50 USD If this be not you review to cancel this payment before X hour '' http //lnkd.in/,0,1
Weekend Treat! Pay Rs 200 for 1 Coffee/Tea & Veg/ Non Veg Club Sandwich worth Rs 368 @ Cafe Oz . Visit www.snapdeal.com now! ,0,1
Ya just telling abt tht incident..,1,0
Halo karena Anda adalah pengguna dengan riwayat yang baik Selamat Anda telah dipilih oleh Shopee untuk bekerja secara online untukmendapatkan penghasilan tambahan Pembayaran tunai sederhana per tagihan Pendapatan harian Rp80k-150k/hari Hubungi kami wa WhatsApp wa.me/6289517669904 Catatan Pelamar harus berusia minimal XX tahun siswa tidak dapat berpartisipasi,0,1
o solve all your credit card & loan problems immediate relief - FREE Consulting legal help center -9871968068/914148391 ,0,1
Anda mendapatkan bonus kuota internet 770MB cuma Rp 7700/31hr gratis Nadaku Awas Jatuh Cinta Armada Balas SMS ini dgn ketik JATUH,0,1
Silvana Otima noticia pra voce cliente liberamos uma linha de emprestimo com JUROSreduzido APROVEITE ligue gratis XXXXXXXXXXX ou Whats Ink.gl/ 33LpMVVY,0,1
None of that's happening til you get here though,1,0
1/2 Bosen dengerin nada tut tut tut Yuks Aktifkan NSP Kangen Band-Cinta Sampai Mati Rp 0/7hr akandiperpanjang Rp 9900/30hr atau sesuai saldo prabayar/tagihan2/2 pascabayar Anda.Setuju bls YA .Info tsel.me/nsp CS 1881/2 Bosen dengerin nada tut tut tut Yuks Aktifkan NSP Woro Widowati Alun Alun Madiun Rp 0/7hr akan diperpanjang Rp 9900/30hr atau sesuai saldo prabayar/tagihan2/2 pascabayar Anda.Setuju bls YA .Info tsel.me/nsp CS XXX,0,1
"notifica de un pre-cargo no autorizado de 398,99 EUR con su cuenta Para cancelar el pago sigue nuestro enlace bit.ly/ anular-recibos",0,1
RC10=10  RC30=30!Recharge with RC44  get Rs40 Talktime and for 6months enjoy FULL TALKTIME on all recharges of  Rs10 and above!All Local  STD at 50p/min.Call 14167,0,1
""" Good evening, investors. It's time for the evening market review. I will now share today's market insights and analysis with you.""",1,0
No..but heard abt tat..,1,0
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",1,0
Will have two more cartons off u and is very pleased with shelves,1,0
If anyone trying to call you for assessment on Monday let me know I will speak to them,1,0
DEAR SBI YONO USER Your A/C will be block today.update PANCARD for KYC.verify your account login with NetBanking kyc Click here http //rb.gy/6xa5fq,0,1
YOUR WINNING PARCEL FROM FROM APPLE USA WILL ARRIVE INDIA ON THURSDAY 29TH AUGUST 2024 BY INDIAN 10 AM,0,1
Princely Estate C.L.P-2900 Flexi-2726 D.P-2552+ Othr Charges   Same As Silicon Complete Wood Work And Modular Kitchen Til Navratras SMS REF TO 53456,0,1
Revolut authentication code Never share it withYour account access have be restrict due to an unusual payment request if this be NOT you proceed here http //authorise login.web.app,0,1
Repairs Car Scratches Like Magic for any color car! Make your car shine again. As Seen on TV. MRP 2400/- Offer price 990/- sms ANAND 64 to 5757576,0,1
